gene_name,public_name,N2_specific_read_count, CB4856_specific_read_count
ZC123.3,zfh-2,8,10
ZC123.10,ZC123.10,0,0
ZC123.5,ZC123.5,0,0
ZC123.1,ZC123.1,0,0
ZC123.4,ZC123.4,6,3
Y95B8A.8,Y95B8A.8,18,22
Y95B8A.10,pde-6,18,27
Y95B8A.6,Y95B8A.6,6,2
Y95B8A.11,him-19,6,4
Y95B8A.5,gpa-16,25,33
Y95B8A.4,Y95B8A.4,4,4
Y95B8A.12,Y95B8A.12,2,1
Y95B8A.2,Y95B8A.2,0,0
Y95B8A.1,nas-30,0,0
Y34D9B.1,mig-1,8,4
F54A5.2,cutl-20,3,3
F54A5.3,shc-1,2,4
F54A5.4,F54A5.4,0,0
F54A5.1,hmbx-1,0,4
C54G6.7,C54G6.7,0,0
C54G6.3,C54G6.3,0,0
C54G6.2,C54G6.2,0,1
C54G6.1,madf-6,19,15
Y34D9A.1,mrpl-38,47,51
Y34D9A.4,spd-1,59,40
Y34D9A.3,Y34D9A.3,37,49
Y34D9A.7,Y34D9A.7,16,16
Y34D9A.8,Y34D9A.8,3,1
Y34D9A.10,vps-4,63,88
Y34D9A.2,Y34D9A.2,1,0
R06A10.2,gsa-1,12,5
R06A10.3,R06A10.3,0,0
R06A10.1,R06A10.1,0,0
R06A10.5,R06A10.5,0,0
R06A10.4,R06A10.4,0,1
ZK993.2,ZK993.2,0,2
ZK993.1,ceh-45,0,0
Y48G8AL.9,Y48G8AL.9,18,14
Y48G8AL.10,Y48G8AL.10,31,51
Y48G8AL.14,aps-3,47,49
Y48G8AL.8,rpl-17,1337,1408
Y48G8AL.7,Y48G8AL.7,0,2
Y48G8AL.11,haf-6,23,19
Y48G8AL.6,smg-2,133,172
Y48G8AL.5,Y48G8AL.5,50,46
Y48G8AL.1,herc-1,140,153
Y48G8AL.16,Y48G8AL.16,0,0
Y48G8AL.13,Y48G8AL.13,20,15
Y48G8AL.15,Y48G8AL.15,5,7
Y48G8AR.1,grh-1,1,2
Y48G8AR.7,Y48G8AR.7,0,0
Y48G8AR.4,Y48G8AR.4,0,0
Y48G8AR.2,Y48G8AR.2,0,0
Y48G8AR.3,Y48G8AR.3,0,0
K12C11.4,dapk-1,6,6
K12C11.3,K12C11.3,0,0
K12C11.6,K12C11.6,6,3
Y92H12BL.1,Y92H12BL.1,16,12
Y92H12BL.5,Y92H12BL.5,0,0
Y92H12BL.4,Y92H12BL.4,0,0
Y92H12BL.2,Y92H12BL.2,0,0
Y92H12BM.1,Y92H12BM.1,0,2
Y92H12BR.7,Y92H12BR.7,11,9
Y92H12BR.6,set-29,15,13
Y92H12BR.2,Y92H12BR.2,0,0
Y92H12BR.3,Y92H12BR.3,94,91
Y92H12BR.4,Y92H12BR.4,0,0
Y92H12BR.8,mrpl-15,29,29
F37F2.2,F37F2.2,43,54
F47G6.6,F47G6.6,0,0
F47G6.4,spe-15,141,139
F37F2.3,gst-25,0,0
F47G6.3,F47G6.3,47,43
F47G6.2,acs-16,0,0
F47G6.1,dyb-1,2,3
Y92H12A.5,Y92H12A.5,87,64
Y92H12A.4,Y92H12A.4,49,41
Y92H12A.3,Y92H12A.3,21,18
Y92H12A.2,Y92H12A.2,28,38
Y92H12A.1,src-1,8,12
Y73E7A.3,Y73E7A.3,12,11
Y73E7A.4,cpx-1,0,0
Y73E7A.5,Y73E7A.5,0,0
Y73E7A.2,Y73E7A.2,15,22
Y73E7A.6,Y73E7A.6,1,0
Y73E7A.9,adpr-1,33,25
Y73E7A.7,bre-4,1,0
Y73E7A.1,Y73E7A.1,0,0
Y73E7A.8,Y73E7A.8,1,1
Y71G12B.20,mab-20,14,10
Y71G12B.18,Y71G12B.18,0,0
Y71G12B.21,pqn-88,2,3
Y71G12B.33,Y71G12B.33,4,8
Y71G12B.22,Y71G12B.22,0,0
Y71G12B.17,Y71G12B.17,10,16
Y71G12B.23,Y71G12B.23,2,2
Y71G12B.35,Y71G12B.35,4,9
Y71G12B.16,drag-1,3,2
Y71G12B.31,Y71G12B.31,0,1
Y71G12B.15,ubc-3,1,2
Y71G12B.13,Y71G12B.13,0,0
Y71G12B.12,atg-5,31,30
Y71G12B.11,Y71G12B.11,21,26
Y71G12B.24,mppa-1,60,83
Y71G12B.10,Y71G12B.10,64,42
Y71G12B.9,lin-65,40,42
Y71G12B.8,Y71G12B.8,0,0
Y71G12B.26,Y71G12B.26,1,0
Y71G12B.7,Y71G12B.7,0,0
Y71G12B.6,Y71G12B.6,0,0
Y71G12B.27,Y71G12B.27,0,1
Y71G12B.5,Y71G12B.5,7,6
Y71G12B.38,Y71G12B.38,4,0
Y71G12B.4,pghm-1,8,8
Y71G12B.3,Y71G12B.3,18,15
Y71G12B.32,Y71G12B.32,0,0
Y71G12B.2,Y71G12B.2,2,1
Y71G12B.30,Y71G12B.30,0,0
Y71G12B.1,Y71G12B.1,77,70
Y71G12B.28,Y71G12B.28,0,0
M01D7.7,egl-30,2,0
M01D7.6,emr-1,187,156
M01D7.5,nlp-12,0,0
M01D7.4,tag-96,12,11
M01D7.9,M01D7.9,0,0
M01D7.1,M01D7.1,0,0
M01D7.2,scm-1,17,8
Y71G12A.3,tub-2,23,32
Y71G12A.4,Y71G12A.4,0,0
Y71G12A.2,Y71G12A.2,39,46
Y51F10.7,Y51F10.7,123,106
Y51F10.5,hex-4,58,56
Y51F10.4,Y51F10.4,55,48
Y51F10.10,Y51F10.10,43,39
Y51F10.11,Y51F10.11,0,0
Y51F10.3,Y51F10.3,72,63
Y51F10.12,Y51F10.12,0,0
Y51F10.2,Y51F10.2,129,93
Y20F4.3,gap-3,7,8
Y20F4.2,crtc-1,8,6
Y20F4.4,Y20F4.4,23,15
Y20F4.5,Y20F4.5,1,2
Y37E3.1,Y37E3.1,20,17
Y37E3.3,rpb-10,89,86
Y37E3.5,arl-13,2,0
Y37E3.8,Y37E3.8,3234,3175
Y37E3.10,Y37E3.10,203,207
Y37E3.11,Y37E3.11,92,67
Y37E3.29,Y37E3.29,0,0
Y37E3.13,Y37E3.13,4,2
Y37E3.15,npp-13,74,62
Y37E3.19,Y37E3.19,1,4
Y37E3.16,fpn-1.1,17,26
Y37E3.17,Y37E3.17,1,1
Y37E3.23,Y37E3.23,0,0
W03F11.6,afd-1,23,37
W03F11.5,W03F11.5,0,0
W03F11.2,gcy-17,0,0
W03F11.3,dct-9,5,13
W03F11.4,W03F11.4,26,35
F12B6.3,lgc-51,0,0
F12B6.2,F12B6.2,7,7
F12B6.1,abt-2,14,10
Y39G10AL.1,Y39G10AL.1,1,2
Y39G10AL.3,cdk-7,47,44
Y39G10AR.11,Y39G10AR.11,16,19
Y39G10AR.12,tpxl-1,169,168
Y39G10AR.10,epg-2,18,25
Y39G10AR.13,icp-1,37,27
Y39G10AR.9,Y39G10AR.9,0,0
Y39G10AR.21,Y39G10AR.21,24,25
Y39G10AR.20,Y39G10AR.20,50,59
Y39G10AR.8,Y39G10AR.8,112,63
Y39G10AR.30,Y39G10AR.30,4,9
Y39G10AR.7,Y39G10AR.7,41,15
Y39G10AR.14,mcm-4,130,253
Y39G10AR.15,Y39G10AR.15,7,3
Y39G10AR.22,srbc-64,0,1
Y39G10AR.16,Y39G10AR.16,125,12
Y39G10AR.6,ugt-31,21,9
Y39G10AR.5,zeel-1,0,1
Y39G10AR.25,peel-1,1,0
Y39G10AR.3,nekl-1,2,1
Y39G10AR.31,Y39G10AR.31,0,0
Y39G10AR.27,Y39G10AR.27,0,0
Y39G10AR.17,sydn-1,2,2
Y39G10AR.18,Y39G10AR.18,78,77
Y39G10AR.2,zwl-1,49,60
F23C8.13,F23C8.13,2,1
F23C8.5,F23C8.5,247,249
F23C8.6,F23C8.6,0,0
F23C8.7,F23C8.7,7,10
F23C8.8,F23C8.8,13,8
F23C8.9,F23C8.9,0,0
F23C8.4,ubxn-1,47,41
F23C8.3,F23C8.3,3,2
F23C8.1,F23C8.1,6,9
F23C8.11,F23C8.11,0,1
T16H5.1,inx-19,0,0
Y74C10AL.2,Y74C10AL.2,0,1
Y74C10AR.3,abtm-1,25,33
Y74C10AR.1,eif-3.I,104,86
Y23H5B.6,Y23H5B.6,111,99
Y23H5B.5,Y23H5B.5,104,87
Y23H5B.7,Y23H5B.7,0,0
Y23H5B.4,dmsr-2,2,2
Y23H5B.3,Y23H5B.3,4,0
Y23H5B.8,Y23H5B.8,0,0
Y23H5B.2,Y23H5B.2,12,30
Y23H5B.9,nspd-8,0,52
Y23H5B.1,Y23H5B.1,0,0
Y23H5B.12,Y23H5B.12,3,2
C55C2.4,C55C2.4,14,31
C55C2.3,C55C2.3,11,5
C55C2.2,ssp-19,164,445
C55C2.1,scrt-1,0,0
C55C2.5,aat-5,6,2
K07A3.1,fbp-1,8,0
K07A3.2,ptr-12,4,11
K07A3.3,K07A3.3,30,49
Y23H5A.5,ctn-1,6,7
Y23H5A.4,Y23H5A.4,26,17
Y23H5A.3,Y23H5A.3,33,31
Y23H5A.2,Y23H5A.2,11,9
Y23H5A.7,cars-1,252,280
Y23H5A.8,Y23H5A.8,0,0
F40E3.7,F40E3.7,0,0
F40E3.3,F40E3.3,0,0
F40E3.2,mage-1,0,0
F40E3.5,F40E3.5,13,15
F40E3.6,F40E3.6,0,0
F32B5.6,F32B5.6,29,26
F32B5.7,F32B5.7,2,4
F32B5.8,cpz-1,9,6
F32B5.3,F32B5.3,1,8
F32B5.2,F32B5.2,0,0
F32B5.1,F32B5.1,78,166
Y71F9B.5,lin-17,1,3
Y71F9B.16,dnj-30,25,35
Y71F9B.6,Y71F9B.6,8,8
Y71F9B.4,snr-7,3,2
Y71F9B.3,yop-1,230,201
Y71F9B.2,Y71F9B.2,26,28
Y71F9B.8,lron-11,3,8
Y71F9B.7,plk-2,453,494
Y71F9B.9,Y71F9B.9,1,7
Y71F9B.10,sop-3,156,141
Y71F9B.13,Y71F9B.13,0,15
Y71F9B.14,Y71F9B.14,10,10
W03D8.9,W03D8.9,262,244
W03D8.10,W03D8.10,125,29
W03D8.1,W03D8.1,4,1
W03D8.8,W03D8.8,0,1
W03D8.7,W03D8.7,2,2
W03D8.2,W03D8.2,29,38
W03D8.12,W03D8.12,0,2
W03D8.6,itx-1,74,66
W03D8.5,W03D8.5,17,10
W03D8.11,W03D8.11,0,1
W03D8.3,W03D8.3,1,6
W10C8.2,pop-1,20,25
W10C8.1,ccb-2,0,0
W10C8.4,W10C8.4,0,0
W10C8.5,W10C8.5,188,570
W10C8.6,W10C8.6,0,0
Y71F9AL.11,Y71F9AL.11,0,0
Y71F9AL.10,Y71F9AL.10,12,14
Y71F9AL.12,Y71F9AL.12,106,113
Y71F9AL.9,Y71F9AL.9,0,0
Y71F9AL.8,Y71F9AL.8,6,7
Y71F9AL.14,dnc-5,26,33
Y71F9AL.16,arx-1,42,34
Y71F9AL.6,Y71F9AL.6,0,0
Y71F9AL.17,Y71F9AL.17,286,283
Y71F9AL.5,gst-43,1,0
Y71F9AL.4,Y71F9AL.4,9,39
Y71F9AL.18,pme-1,123,132
Y71F9AL.2,Y71F9AL.2,8,8
Y71F9AL.1,Y71F9AL.1,0,2
Y71F9AM.6,trap-1,268,268
Y71F9AM.5,nxt-1,1,1
Y71F9AM.4,cogc-3,59,43
Y71F9AM.8,Y71F9AM.8,0,0
Y71F9AR.1,bam-2,27,17
Y71F9AR.4,Y71F9AR.4,8,10
Y71F9AR.2,Y71F9AR.2,1,5
Y71F9AR.3,Y71F9AR.3,9,8
Y54E10BL.4,dnj-28,59,64
Y54E10BL.5,nduf-5,18,10
Y54E10BL.3,Y54E10BL.3,0,0
Y54E10BL.6,mek-2,42,38
Y54E10BL.8,Y54E10BL.8,0,0
Y54E10BL.2,col-48,1,1
Y54E10BL.1,Y54E10BL.1,0,0
Y54E10BR.4,Y54E10BR.4,83,76
Y54E10BR.3,Y54E10BR.3,0,0
Y54E10BR.5,Y54E10BR.5,0,0
Y54E10BR.6,rpb-7,139,148
Y54E10BR.7,mod-5,5,9
Y54E10BR.8,ztf-23,51,57
Y54E10BR.1,Y54E10BR.1,0,0
M01B12.4,M01B12.4,151,183
M01B12.5,riok-1,31,20
C45E1.7,C45E1.7,0,0
C45E1.1,nhr-64,4,4
C45E1.5,C45E1.5,0,0
C45E1.4,C45E1.4,0,0
K09H9.3,col-49,0,0
K09H9.8,K09H9.8,0,0
K09H9.5,K09H9.5,8,9
K09H9.6,lpd-6,27,10
K09H9.2,K09H9.2,0,0
K09H9.7,K09H9.7,13,6
K09H9.1,K09H9.1,0,0
Y54E10A.9,vbh-1,475,450
Y54E10A.7,mrpl-17,0,0
Y54E10A.6,Y54E10A.6,49,63
Y54E10A.5,dnc-6,0,0
Y54E10A.10,Y54E10A.10,39,44
Y54E10A.11,Y54E10A.11,132,116
Y54E10A.12,Y54E10A.12,46,56
Y54E10A.13,Y54E10A.13,0,0
Y54E10A.17,Y54E10A.17,27,25
Y54E10A.4,fog-1,11,11
Y54E10A.14,rom-5,11,12
Y54E10A.15,cdt-1,26,17
Y54E10A.3,Y54E10A.3,6,7
Y54E10A.2,cogc-1,16,19
Y54E10A.16,mab-31,18,26
Y44E3B.2,tyr-5,1,3
Y44E3B.1,zip-4,0,0
W01B11.3,nol-5,478,453
W01B11.5,pqn-72,7,3
W01B11.2,sulp-6,5,13
W01B11.6,W01B11.6,2,3
W01B11.1,W01B11.1,2,6
Y44E3A.2,ace-2,0,0
Y44E3A.4,Y44E3A.4,0,0
Y44E3A.1,Y44E3A.1,0,1
Y44E3A.6,Y44E3A.6,69,80
W05F2.7,W05F2.7,2,2
W05F2.2,W05F2.2,3,1
W05F2.3,W05F2.3,0,0
W05F2.6,W05F2.6,56,83
W05F2.5,fbxa-203,11,11
W05F2.4,W05F2.4,5,11
K03E5.3,cdk-2,21,25
K03E5.2,K03E5.2,0,0
K03E5.1,K03E5.1,0,0
Y47G6A.12,sep-1,122,74
Y47G6A.28,tag-63,103,123
Y47G6A.13,Y47G6A.13,19,15
Y47G6A.11,msh-6,146,177
Y47G6A.14,Y47G6A.14,11,2
Y47G6A.10,spg-7,36,33
Y47G6A.15,Y47G6A.15,6,1
Y47G6A.9,Y47G6A.9,0,2
Y47G6A.8,crn-1,1,1
Y47G6A.17,Y47G6A.17,1,1
Y47G6A.7,Y47G6A.7,0,0
Y47G6A.18,Y47G6A.18,35,31
Y47G6A.6,pcaf-1,18,8
Y47G6A.19,Y47G6A.19,8,11
Y47G6A.30,Y47G6A.30,0,0
Y47G6A.5,Y47G6A.5,2,3
Y47G6A.20,rnp-6,51,66
Y47G6A.4,Y47G6A.4,17,17
Y47G6A.21,Y47G6A.21,6,3
Y47G6A.34,Y47G6A.34,0,0
Y47G6A.27,Y47G6A.27,3,1
Y47G6A.22,Y47G6A.22,33,31
Y47G6A.23,lpd-3,65,60
Y47G6A.29,Y47G6A.29,68,63
Y47G6A.3,Y47G6A.3,16,20
Y47G6A.31,Y47G6A.31,4,2
Y47G6A.25,Y47G6A.25,53,39
Y47G6A.2,inx-22,50,43
Y47G6A.1,inx-21,29,26
Y47G6A.32,Y47G6A.32,0,1
T28F2.3,cah-6,1,3
T28F2.4,jmjc-1,2,3
T28F2.1,T28F2.1,1,0
T28F2.5,ccb-1,4,3
T28F2.6,col-50,0,0
T28F2.8,col-51,0,0
T28F2.7,T28F2.7,3,9
D1037.2,smp-2,0,0
D1037.4,rab-8,0,0
D1037.1,D1037.1,6,0
D1037.5,D1037.5,0,0
H26D21.2,msh-2,30,18
F21A9.1,F21A9.1,0,0
T12F5.4,lin-59,16,10
T12F5.3,glh-4,11,40
T12F5.5,larp-5,0,0
Y8G1A.1,math-46,0,0
Y8G1A.3,Y8G1A.3,0,0
Y8G1A.2,inx-13,12,9
ZK770.3,inx-12,0,0
ZK770.1,asic-1,0,0
C32E8.8,ptr-2,0,0
C32E8.9,C32E8.9,0,0
C32E8.10,unc-11,46,47
C32E8.11,ubr-1,17,19
F53F10.5,npp-11,1,0
F53F10.7,F53F10.7,0,0
F53F10.4,unc-108,288,254
F53F10.8,F53F10.8,15,17
F53F10.2,F53F10.2,190,157
F53F10.1,F53F10.1,0,0
T03F1.5,gsp-4,161,164
T03F1.6,T03F1.6,10,3
T03F1.7,T03F1.7,0,0
T03F1.8,guk-1,0,0
T03F1.9,hcp-4,37,30
T03F1.2,coq-4,15,13
C50F2.3,C50F2.3,23,22
C50F2.2,C50F2.2,0,0
C50F2.4,C50F2.4,0,0
C50F2.1,C50F2.1,0,0
C50F2.8,C50F2.8,0,0
T20F5.6,T20F5.6,3,8
T21E3.2,T21E3.2,0,7
T21E3.1,egg-4,43,222
T21E3.3,lrp-2,10,13
F47B3.3,F47B3.3,0,0
F47B3.6,F47B3.6,0,0
F28H1.3,aars-2,50,67
F55C7.7,unc-73,11,7
C09D1.1,unc-89,50,61
C24G7.4,C24G7.4,4,2
C24G7.2,acd-1,0,3
C24G7.1,C24G7.1,0,0
H31G24.4,cyb-2.2,343,252
H31G24.3,H31G24.3,23,34
E01A2.3,lin-44,0,0
E01A2.4,E01A2.4,62,67
E01A2.2,E01A2.2,82,65
E01A2.5,E01A2.5,1,0
E01A2.6,E01A2.6,47,66
E01A2.1,E01A2.1,0,1
E01A2.7,E01A2.7,0,0
E01A2.10,E01A2.10,9,24
R12E2.8,R12E2.8,0,0
R12E2.9,inx-15,23,22
R12E2.5,inx-16,10,9
R12E2.4,inx-17,3,3
R12E2.10,egg-5,125,154
R12E2.11,R12E2.11,1,0
R12E2.12,mrps-6,7,11
R12E2.3,rpn-8,0,0
R12E2.2,R12E2.2,163,164
R12E2.1,R12E2.1,15,19
C18E3.7,ppw-1,221,110
C18E3.6,cas-2,0,0
C18E3.5,C18E3.5,16,14
C18E3.4,C18E3.4,0,0
C18E3.3,C18E3.3,7,8
C18E3.8,hop-1,75,59
C18E3.2,swsn-2.2,22,19
C18E3.10,C18E3.10,0,0
C18E3.1,C18E3.1,0,0
C18E3.9,C18E3.9,60,78
C43E11.6,nab-1,16,9
C43E11.5,C43E11.5,36,16
C43E11.7,ndx-7,23,16
C43E11.8,exoc-7,8,10
C43E11.4,tufm-2,25,29
C43E11.11,cogc-5,17,10
C43E11.3,met-1,53,47
C43E11.2,mus-81,59,56
C43E11.10,cdc-6,49,46
C43E11.1,acin-1,36,42
Y47D9A.3,Y47D9A.3,1,1
Y47D9A.2,scpl-3,0,0
Y47D9A.1,Y47D9A.1,50,14
ZK973.6,anc-1,5,3
ZK973.3,pdp-1,0,0
ZK973.9,ZK973.9,0,0
ZK973.10,lpd-5,0,0
ZK973.2,cec-10,35,21
ZK973.1,ZK973.1,139,152
T21E12.4,dhc-1,100,122
T21E12.3,T21E12.3,0,0
T21E12.2,T21E12.2,0,0
C11D9.1,cgef-2,0,0
C41D11.3,C41D11.3,20,19
C41D11.4,C41D11.4,0,0
C41D11.2,eif-3.H,76,57
C41D11.8,cps-6,30,31
C41D11.9,C41D11.9,45,60
C41D11.5,C41D11.5,42,48
C41D11.7,eri-7,17,10
C41D11.1,eri-6,29,25
C41D11.6,C41D11.6,0,3
T01A4.1,gcy-28,102,99
Y119C1B.4,mrpl-19,47,53
Y119C1B.5,Y119C1B.5,0,0
Y119C1B.6,Y119C1B.6,3,0
Y119C1B.12,Y119C1B.12,0,0
Y119C1B.8,bet-1,98,104
Y119C1B.9,Y119C1B.9,9,8
Y119C1B.3,Y119C1B.3,0,0
Y119C1B.10,Y119C1B.10,3,4
D1007.15,D1007.15,15,7
D1007.14,pqn-24,6,7
D1007.13,D1007.13,0,0
D1007.1,ceh-17,0,0
D1007.2,col-52,0,0
D1007.3,D1007.3,0,0
D1007.18,D1007.18,0,0
D1007.5,D1007.5,26,33
D1007.10,D1007.10,15,14
D1007.9,D1007.9,0,0
D1007.7,nrd-1,50,56
C44E4.5,C44E4.5,0,0
C44E4.8,C44E4.8,5,3
C44E4.1,C44E4.1,2,14
C44E4.7,C44E4.7,14,31
C44E4.2,C44E4.2,0,0
C44E4.4,C44E4.4,0,1
C44E4.6,acbp-1,0,0
C44E4.3,got-2.1,63,49
Y119C1A.1,Y119C1A.1,86,100
B0041.3,B0041.3,0,0
B0041.4,rpl-4,1887,1647
B0041.8,B0041.8,196,193
B0041.5,B0041.5,0,0
B0041.6,ptps-1,3,1
B0041.2,ain-2,38,25
B0041.10,B0041.10,0,0
B0041.11,B0041.11,11,16
B0041.1,B0041.1,7,6
B0041.7,xnp-1,86,116
T04D1.3,unc-57,54,35
T04D1.2,T04D1.2,0,1
T04D1.4,chd-7,35,32
W09C3.4,W09C3.4,31,27
W09C3.3,W09C3.3,5,1
W09C3.6,gsp-3,76,53
W09C3.7,W09C3.7,6,5
W09C3.8,W09C3.8,11,11
W09C3.1,W09C3.1,8,22
C10H11.7,C10H11.7,0,0
C10H11.6,ugt-26,0,0
C10H11.5,ugt-27,0,0
C10H11.4,ugt-28,8,1
C10H11.3,ugt-25,0,1
C10H11.8,C10H11.8,0,0
C10H11.9,let-502,43,37
C10H11.12,C10H11.12,0,0
C10H11.1,viln-1,38,35
C10H11.13,C10H11.13,0,0
C10H11.10,kca-1,50,68
M04F3.3,M04F3.3,15,14
M04F3.2,M04F3.2,0,0
M04F3.4,M04F3.4,32,17
M04F3.5,M04F3.5,23,21
F54D7.4,zig-7,23,18
F54D7.3,gnrr-1,0,0
F54D7.2,F54D7.2,1,0
F57C9.6,F57C9.6,1,0
F57C9.7,F57C9.7,3,3
F57C9.5,htp-3,27,27
F57C9.4,F57C9.4,0,0
F57C9.3,F57C9.3,0,0
F57C9.2,clec-90,0,0
F57C9.1,F57C9.1,0,0
C01F4.2,rga-6,0,0
F25F8.1,F25F8.1,2,0
F21F3.1,pgal-1,38,49
F21F3.7,F21F3.7,0,0
F28B3.8,imb-1,0,0
F28B3.5,F28B3.5,0,1
F28B3.9,acl-11,0,0
F28B3.4,F28B3.4,0,0
F28B3.1,F28B3.1,0,0
F28B3.7,him-1,60,74
W03G9.8,W03G9.8,31,37
W03G9.3,W03G9.3,10,12
W03G9.9,W03G9.9,0,0
W03G9.1,snf-1,21,12
W03G9.10,W03G9.10,0,0
F54C1.5,dyf-1,0,0
F54C1.3,mes-3,4,0
F54C1.2,dom-3,22,24
F54C1.8,F54C1.8,6,12
F54C1.6,F54C1.6,0,0
F54C1.7,pat-10,1067,1152
C46H11.6,C46H11.6,7,6
C46H11.4,lfe-2,0,0
C46H11.8,phat-1,1,0
C46H11.12,C46H11.12,0,0
C46H11.2,C46H11.2,2,3
C46H11.11,fhod-1,3,3
C30F8.4,kin-32,5,2
Y110A7A.15,Y110A7A.15,0,0
Y110A7A.16,elpc-1,62,69
Y110A7A.9,Y110A7A.9,0,0
Y110A7A.17,mat-1,133,145
Y110A7A.3,unc-63,0,0
Y110A7A.1,hcp-6,23,29
F56A3.1,fncm-1,0,0
C32E12.2,pde-5,0,0
C32E12.3,osr-1,0,1
C32E12.5,sem-2,0,0
C32E12.4,C32E12.4,2,3
C32E12.1,C32E12.1,31,29
B0261.4,mrpl-47,58,49
B0261.2,let-363,0,0
B0261.1,B0261.1,19,24
C01G8.2,cln-3.2,0,0
C01G8.3,dhs-1,27,41
C01G8.5,erm-1,0,0
C01G8.6,hpo-32,14,22
C01G8.9,let-526,21,20
