gene_name,public_name,N2_specific_read_count, CB4856_specific_read_count
Y39G10AR.25,peel-1,1,0
Y39G10AR.3,nekl-1,2,2
Y39G10AR.31,Y39G10AR.31,0,0
Y39G10AR.27,Y39G10AR.27,0,0
Y39G10AR.17,sydn-1,2,2
Y39G10AR.18,Y39G10AR.18,93,81
Y39G10AR.2,zwl-1,32,47
F23C8.13,F23C8.13,1,2
F23C8.5,F23C8.5,222,232
F23C8.6,F23C8.6,0,0
F23C8.7,F23C8.7,6,11
F23C8.8,F23C8.8,8,14
F23C8.9,F23C8.9,0,0
F23C8.4,ubxn-1,45,25
F23C8.3,F23C8.3,5,6
F23C8.1,F23C8.1,6,12
F23C8.11,F23C8.11,1,0
T16H5.1,inx-19,0,0
Y74C10AL.2,Y74C10AL.2,0,0
Y74C10AR.3,abtm-1,26,38
Y74C10AR.1,eif-3.I,107,93
Y23H5B.6,Y23H5B.6,112,94
Y23H5B.5,Y23H5B.5,98,82
Y23H5B.7,Y23H5B.7,0,0
Y23H5B.4,dmsr-2,1,3
Y23H5B.3,Y23H5B.3,2,3
Y23H5B.8,Y23H5B.8,0,1
Y23H5B.2,Y23H5B.2,8,40
Y23H5B.9,nspd-8,1,54
Y23H5B.1,Y23H5B.1,3,0
Y23H5B.12,Y23H5B.12,5,3
C55C2.4,C55C2.4,7,25
C55C2.3,C55C2.3,9,6
C55C2.2,ssp-19,127,499
C55C2.1,scrt-1,0,0
C55C2.5,aat-5,10,5
K07A3.1,fbp-1,3,1
K07A3.2,ptr-12,4,3
K07A3.3,K07A3.3,27,43
Y23H5A.5,ctn-1,8,7
Y23H5A.4,Y23H5A.4,15,24
Y23H5A.3,Y23H5A.3,24,30
Y23H5A.2,Y23H5A.2,4,4
Y23H5A.7,cars-1,248,289
Y23H5A.8,Y23H5A.8,1,0
F40E3.7,F40E3.7,1,0
F40E3.3,F40E3.3,0,0
F40E3.2,mage-1,1,0
F40E3.5,F40E3.5,9,10
F40E3.6,F40E3.6,1,0
F32B5.6,F32B5.6,24,32
F32B5.7,F32B5.7,3,5
F32B5.8,cpz-1,9,4
F32B5.3,F32B5.3,3,19
F32B5.2,F32B5.2,0,0
F32B5.1,F32B5.1,93,180
Y71F9B.5,lin-17,1,3
Y71F9B.16,dnj-30,31,36
Y71F9B.6,Y71F9B.6,9,6
Y71F9B.4,snr-7,3,2
Y71F9B.3,yop-1,267,206
Y71F9B.2,Y71F9B.2,30,27
Y71F9B.8,lron-11,7,2
Y71F9B.7,plk-2,458,478
Y71F9B.9,Y71F9B.9,2,7
Y71F9B.10,sop-3,150,133
Y71F9B.13,Y71F9B.13,0,18
Y71F9B.14,Y71F9B.14,6,1
W03D8.9,W03D8.9,256,276
W03D8.10,W03D8.10,119,26
W03D8.1,W03D8.1,6,5
W03D8.8,W03D8.8,0,0
W03D8.7,W03D8.7,1,0
W03D8.2,W03D8.2,24,45
W03D8.12,W03D8.12,0,0
W03D8.6,itx-1,69,79
W03D8.5,W03D8.5,14,13
W03D8.11,W03D8.11,0,0
W03D8.3,W03D8.3,11,6
W10C8.2,pop-1,24,17
W10C8.1,ccb-2,0,0
W10C8.4,W10C8.4,0,0
W10C8.5,W10C8.5,176,646
W10C8.6,W10C8.6,1,1
Y71F9AL.11,Y71F9AL.11,0,0
Y71F9AL.10,Y71F9AL.10,18,12
Y71F9AL.12,Y71F9AL.12,91,105
Y71F9AL.9,Y71F9AL.9,0,0
Y71F9AL.8,Y71F9AL.8,13,4
Y71F9AL.14,dnc-5,15,28
Y71F9AL.16,arx-1,39,46
Y71F9AL.6,Y71F9AL.6,0,0
Y71F9AL.17,Y71F9AL.17,308,338
Y71F9AL.5,gst-43,0,0
Y71F9AL.4,Y71F9AL.4,8,29
Y71F9AL.18,pme-1,129,126
Y71F9AL.2,Y71F9AL.2,12,11
Y71F9AL.1,Y71F9AL.1,0,1
Y71F9AM.6,trap-1,268,277
Y71F9AM.5,nxt-1,0,1
Y71F9AM.4,cogc-3,53,62
Y71F9AM.8,Y71F9AM.8,0,0
Y71F9AR.1,bam-2,24,24
Y71F9AR.4,Y71F9AR.4,4,7
Y71F9AR.2,Y71F9AR.2,0,2
Y71F9AR.3,Y71F9AR.3,8,7
Y54E10BL.4,dnj-28,51,57
Y54E10BL.5,nduf-5,10,11
Y54E10BL.3,Y54E10BL.3,0,0
Y54E10BL.6,mek-2,47,43
Y54E10BL.8,Y54E10BL.8,0,0
Y54E10BL.2,col-48,2,0
Y54E10BL.1,Y54E10BL.1,1,0
Y54E10BR.4,Y54E10BR.4,103,81
Y54E10BR.3,Y54E10BR.3,0,0
Y54E10BR.5,Y54E10BR.5,0,0
Y54E10BR.6,rpb-7,165,150
Y54E10BR.7,mod-5,6,4
Y54E10BR.8,ztf-23,38,56
Y54E10BR.1,Y54E10BR.1,1,0
M01B12.4,M01B12.4,181,169
M01B12.5,riok-1,20,17
C45E1.7,C45E1.7,0,0
C45E1.1,nhr-64,4,2
C45E1.5,C45E1.5,1,0
C45E1.4,C45E1.4,1,4
K09H9.3,col-49,0,0
K09H9.8,K09H9.8,0,0
K09H9.5,K09H9.5,4,3
K09H9.6,lpd-6,25,27
K09H9.2,K09H9.2,0,0
K09H9.7,K09H9.7,19,5
K09H9.1,K09H9.1,0,1
Y54E10A.9,vbh-1,487,515
Y54E10A.7,mrpl-17,0,0
Y54E10A.6,Y54E10A.6,59,73
Y54E10A.5,dnc-6,0,0
Y54E10A.10,Y54E10A.10,42,54
Y54E10A.11,Y54E10A.11,148,137
Y54E10A.12,Y54E10A.12,53,44
Y54E10A.13,Y54E10A.13,0,0
Y54E10A.17,Y54E10A.17,36,22
Y54E10A.4,fog-1,7,11
Y54E10A.14,rom-5,21,23
Y54E10A.15,cdt-1,17,27
Y54E10A.3,Y54E10A.3,5,5
Y54E10A.2,cogc-1,30,18
Y54E10A.16,mab-31,32,29
Y44E3B.2,tyr-5,0,1
Y44E3B.1,zip-4,0,0
W01B11.3,nol-5,472,502
W01B11.5,pqn-72,1,2
W01B11.2,sulp-6,10,6
W01B11.6,W01B11.6,2,0
W01B11.1,W01B11.1,6,6
Y44E3A.2,ace-2,0,0
Y44E3A.4,Y44E3A.4,0,0
Y44E3A.1,Y44E3A.1,2,0
Y44E3A.6,Y44E3A.6,72,63
W05F2.7,W05F2.7,3,2
W05F2.2,W05F2.2,1,0
W05F2.3,W05F2.3,0,0
W05F2.6,W05F2.6,85,92
W05F2.5,fbxa-203,17,12
W05F2.4,W05F2.4,12,2
K03E5.3,cdk-2,24,21
K03E5.2,K03E5.2,0,0
K03E5.1,K03E5.1,0,0
Y47G6A.12,sep-1,114,105
Y47G6A.28,tag-63,90,108
Y47G6A.13,Y47G6A.13,11,12
Y47G6A.11,msh-6,187,152
Y47G6A.14,Y47G6A.14,12,1
Y47G6A.10,spg-7,39,39
Y47G6A.15,Y47G6A.15,1,2
Y47G6A.9,Y47G6A.9,0,0
Y47G6A.8,crn-1,0,1
Y47G6A.17,Y47G6A.17,1,0
Y47G6A.7,Y47G6A.7,2,2
Y47G6A.18,Y47G6A.18,38,18
Y47G6A.6,pcaf-1,16,12
Y47G6A.19,Y47G6A.19,13,12
Y47G6A.30,Y47G6A.30,1,1
Y47G6A.5,Y47G6A.5,1,4
Y47G6A.20,rnp-6,70,58
Y47G6A.4,Y47G6A.4,17,11
Y47G6A.21,Y47G6A.21,9,6
Y47G6A.34,Y47G6A.34,0,0
Y47G6A.27,Y47G6A.27,1,7
Y47G6A.22,Y47G6A.22,33,39
Y47G6A.23,lpd-3,64,70
Y47G6A.29,Y47G6A.29,75,72
Y47G6A.3,Y47G6A.3,14,15
Y47G6A.31,Y47G6A.31,4,2
Y47G6A.25,Y47G6A.25,51,52
Y47G6A.2,inx-22,42,34
Y47G6A.1,inx-21,29,23
Y47G6A.32,Y47G6A.32,0,0
T28F2.3,cah-6,3,2
T28F2.4,jmjc-1,4,0
T28F2.1,T28F2.1,0,2
T28F2.5,ccb-1,6,4
T28F2.6,col-50,0,0
T28F2.8,col-51,0,0
T28F2.7,T28F2.7,6,4
D1037.2,smp-2,0,0
D1037.4,rab-8,0,0
D1037.1,D1037.1,6,5
D1037.5,D1037.5,0,0
H26D21.2,msh-2,24,27
F21A9.1,F21A9.1,1,0
T12F5.4,lin-59,13,9
T12F5.3,glh-4,19,49
T12F5.5,larp-5,0,0
Y8G1A.1,math-46,0,0
Y8G1A.3,Y8G1A.3,0,0
Y8G1A.2,inx-13,14,22
ZK770.3,inx-12,0,0
ZK770.1,asic-1,0,0
C32E8.8,ptr-2,0,0
C32E8.9,C32E8.9,0,0
C32E8.10,unc-11,56,45
C32E8.11,ubr-1,17,14
F53F10.5,npp-11,1,1
F53F10.7,F53F10.7,0,1
F53F10.4,unc-108,244,228
F53F10.8,F53F10.8,19,11
F53F10.2,F53F10.2,213,175
F53F10.1,F53F10.1,0,0
T03F1.5,gsp-4,177,149
T03F1.6,T03F1.6,1,1
T03F1.7,T03F1.7,2,0
T03F1.8,guk-1,0,0
T03F1.9,hcp-4,45,52
T03F1.2,coq-4,9,13
C50F2.3,C50F2.3,24,18
C50F2.2,C50F2.2,0,0
C50F2.4,C50F2.4,0,0
C50F2.1,C50F2.1,0,0
C50F2.8,C50F2.8,0,0
T20F5.6,T20F5.6,3,4
T21E3.2,T21E3.2,1,4
T21E3.1,egg-4,49,226
T21E3.3,lrp-2,6,11
F47B3.3,F47B3.3,0,0
F47B3.6,F47B3.6,0,0
F28H1.3,aars-2,73,76
F55C7.7,unc-73,15,6
C09D1.1,unc-89,78,74
C24G7.4,C24G7.4,3,1
C24G7.2,acd-1,0,1
C24G7.1,C24G7.1,0,1
H31G24.4,cyb-2.2,335,255
H31G24.3,H31G24.3,16,28
E01A2.3,lin-44,1,1
E01A2.4,E01A2.4,88,97
E01A2.2,E01A2.2,88,84
E01A2.5,E01A2.5,0,0
E01A2.6,E01A2.6,81,75
E01A2.1,E01A2.1,0,0
E01A2.7,E01A2.7,0,0
E01A2.10,E01A2.10,13,21
R12E2.8,R12E2.8,0,0
R12E2.9,inx-15,32,19
R12E2.5,inx-16,11,8
R12E2.4,inx-17,6,3
R12E2.10,egg-5,117,183
R12E2.11,R12E2.11,0,0
R12E2.12,mrps-6,15,11
R12E2.3,rpn-8,0,0
R12E2.2,R12E2.2,178,188
R12E2.1,R12E2.1,19,15
C18E3.7,ppw-1,251,128
C18E3.6,cas-2,0,0
C18E3.5,C18E3.5,11,14
C18E3.4,C18E3.4,0,0
C18E3.3,C18E3.3,13,5
C18E3.8,hop-1,58,53
C18E3.2,swsn-2.2,29,32
C18E3.10,C18E3.10,0,0
C18E3.1,C18E3.1,0,0
C18E3.9,C18E3.9,53,70
C43E11.6,nab-1,10,10
C43E11.5,C43E11.5,40,26
C43E11.7,ndx-7,16,23
C43E11.8,exoc-7,13,9
C43E11.4,tufm-2,20,29
C43E11.11,cogc-5,8,15
C43E11.3,met-1,68,41
C43E11.2,mus-81,57,60
C43E11.10,cdc-6,20,37
C43E11.1,acin-1,43,38
Y47D9A.3,Y47D9A.3,0,0
Y47D9A.2,scpl-3,0,0
Y47D9A.1,Y47D9A.1,42,25
ZK973.6,anc-1,3,5
ZK973.3,pdp-1,0,0
ZK973.9,ZK973.9,0,0
ZK973.10,lpd-5,0,0
ZK973.2,cec-10,30,30
ZK973.1,ZK973.1,120,114
T21E12.4,dhc-1,118,96
T21E12.3,T21E12.3,0,0
T21E12.2,T21E12.2,0,0
C11D9.1,cgef-2,1,0
C41D11.3,C41D11.3,17,19
C41D11.4,C41D11.4,0,0
C41D11.2,eif-3.H,79,38
C41D11.8,cps-6,31,35
C41D11.9,C41D11.9,50,73
C41D11.5,C41D11.5,31,41
C41D11.7,eri-7,20,10
C41D11.1,eri-6,20,28
C41D11.6,C41D11.6,1,6
T01A4.1,gcy-28,119,110
Y119C1B.4,mrpl-19,33,42
Y119C1B.5,Y119C1B.5,0,1
Y119C1B.6,Y119C1B.6,1,4
Y119C1B.12,Y119C1B.12,0,0
Y119C1B.8,bet-1,94,103
Y119C1B.9,Y119C1B.9,3,6
Y119C1B.3,Y119C1B.3,0,0
Y119C1B.10,Y119C1B.10,2,4
D1007.15,D1007.15,9,16
D1007.14,pqn-24,5,7
D1007.13,D1007.13,0,0
D1007.1,ceh-17,0,0
D1007.2,col-52,0,1
D1007.3,D1007.3,2,0
D1007.18,D1007.18,0,0
D1007.5,D1007.5,21,24
D1007.10,D1007.10,15,13
D1007.9,D1007.9,0,0
D1007.7,nrd-1,56,65
C44E4.5,C44E4.5,0,0
C44E4.8,C44E4.8,1,1
C44E4.1,C44E4.1,5,16
C44E4.7,C44E4.7,28,27
C44E4.2,C44E4.2,0,0
C44E4.4,C44E4.4,0,0
C44E4.6,acbp-1,0,0
C44E4.3,got-2.1,69,63
Y119C1A.1,Y119C1A.1,93,135
B0041.3,B0041.3,0,0
B0041.4,rpl-4,1947,1847
B0041.8,B0041.8,197,205
B0041.5,B0041.5,1,0
B0041.6,ptps-1,0,4
B0041.2,ain-2,26,23
B0041.10,B0041.10,0,0
B0041.11,B0041.11,22,22
B0041.1,B0041.1,6,4
B0041.7,xnp-1,99,102
T04D1.3,unc-57,38,48
T04D1.2,T04D1.2,1,0
T04D1.4,chd-7,25,29
W09C3.4,W09C3.4,30,28
W09C3.3,W09C3.3,1,1
W09C3.6,gsp-3,87,75
W09C3.7,W09C3.7,8,7
W09C3.8,W09C3.8,4,7
W09C3.1,W09C3.1,7,17
C10H11.7,C10H11.7,0,0
C10H11.6,ugt-26,0,1
C10H11.5,ugt-27,1,0
C10H11.4,ugt-28,7,3
C10H11.3,ugt-25,0,0
C10H11.8,C10H11.8,0,0
C10H11.9,let-502,49,49
C10H11.12,C10H11.12,0,0
C10H11.1,viln-1,27,29
C10H11.13,C10H11.13,0,0
C10H11.10,kca-1,67,66
M04F3.3,M04F3.3,16,9
M04F3.2,M04F3.2,0,1
M04F3.4,M04F3.4,18,22
M04F3.5,M04F3.5,23,23
F54D7.4,zig-7,28,18
F54D7.3,gnrr-1,0,0
F54D7.2,F54D7.2,0,0
F57C9.6,F57C9.6,0,1
F57C9.7,F57C9.7,0,2
F57C9.5,htp-3,31,32
F57C9.4,F57C9.4,1,0
F57C9.3,F57C9.3,0,0
F57C9.2,clec-90,0,0
F57C9.1,F57C9.1,0,0
C01F4.2,rga-6,0,0
F25F8.1,F25F8.1,1,0
F21F3.1,pgal-1,58,42
F21F3.7,F21F3.7,0,0
F28B3.8,imb-1,0,0
F28B3.5,F28B3.5,0,0
F28B3.9,acl-11,0,0
F28B3.4,F28B3.4,0,0
F28B3.1,F28B3.1,0,0
F28B3.7,him-1,75,66
W03G9.8,W03G9.8,39,31
W03G9.3,W03G9.3,11,9
W03G9.9,W03G9.9,0,0
W03G9.1,snf-1,17,27
W03G9.10,W03G9.10,0,0
F54C1.5,dyf-1,0,0
F54C1.3,mes-3,1,0
F54C1.2,dom-3,21,20
F54C1.8,F54C1.8,5,12
F54C1.6,F54C1.6,0,0
F54C1.7,pat-10,1286,1345
C46H11.6,C46H11.6,7,10
C46H11.4,lfe-2,0,1
C46H11.8,phat-1,0,0
C46H11.12,C46H11.12,0,0
C46H11.2,C46H11.2,3,3
C46H11.11,fhod-1,3,5
C30F8.4,kin-32,2,3
Y110A7A.15,Y110A7A.15,0,0
Y110A7A.16,elpc-1,61,66
Y110A7A.9,Y110A7A.9,0,0
Y110A7A.17,mat-1,148,175
Y110A7A.3,unc-63,0,0
Y110A7A.1,hcp-6,26,21
F56A3.1,fncm-1,0,0
C32E12.2,pde-5,0,0
C32E12.3,osr-1,0,0
C32E12.5,sem-2,0,0
C32E12.4,C32E12.4,6,3
C32E12.1,C32E12.1,32,30
B0261.4,mrpl-47,56,38
B0261.2,let-363,0,0
B0261.1,B0261.1,26,26
C01G8.2,cln-3.2,0,1
C01G8.3,dhs-1,37,36
C01G8.5,erm-1,0,0
C01G8.6,hpo-32,19,15
C01G8.9,let-526,34,21
