gene_name,public_name,N2_specific_read_count, CB4856_specific_read_count
T06A4.2,mps-3,0,0
T06A4.3,T06A4.3,0,0
T06A4.1,T06A4.1,0,0
T06A4.4,T06A4.4,0,0
T06A4.7,T06A4.7,0,0
Y73A3A.1,Y73A3A.1,0,0
ZC123.3,zfh-2,5,2
ZC123.10,ZC123.10,0,0
ZC123.5,ZC123.5,0,0
ZC123.1,ZC123.1,0,0
ZC123.4,ZC123.4,3,2
Y95B8A.8,Y95B8A.8,17,17
Y95B8A.10,pde-6,24,15
Y95B8A.6,Y95B8A.6,0,0
Y95B8A.11,him-19,8,2
Y95B8A.5,gpa-16,28,32
Y95B8A.4,Y95B8A.4,7,9
Y95B8A.12,Y95B8A.12,0,1
Y95B8A.2,Y95B8A.2,0,0
Y95B8A.1,nas-30,0,0
Y34D9B.1,mig-1,7,5
F54A5.2,cutl-20,2,2
F54A5.3,shc-1,0,2
F54A5.4,F54A5.4,0,0
F54A5.1,hmbx-1,0,4
C54G6.7,C54G6.7,0,0
C54G6.3,C54G6.3,0,0
C54G6.2,C54G6.2,0,1
C54G6.1,madf-6,13,11
Y34D9A.1,mrpl-38,40,37
Y34D9A.4,spd-1,39,35
Y34D9A.3,Y34D9A.3,31,37
Y34D9A.7,Y34D9A.7,9,13
Y34D9A.8,Y34D9A.8,1,1
Y34D9A.10,vps-4,47,62
Y34D9A.2,Y34D9A.2,0,0
R06A10.2,gsa-1,9,3
R06A10.3,R06A10.3,0,0
R06A10.1,R06A10.1,0,0
R06A10.5,R06A10.5,0,0
R06A10.4,R06A10.4,0,2
ZK993.2,ZK993.2,1,9
ZK993.1,ceh-45,0,0
Y48G8AL.9,Y48G8AL.9,19,16
Y48G8AL.10,Y48G8AL.10,21,26
Y48G8AL.14,aps-3,21,20
Y48G8AL.8,rpl-17,1053,1099
Y48G8AL.7,Y48G8AL.7,1,0
Y48G8AL.11,haf-6,11,23
Y48G8AL.6,smg-2,127,149
Y48G8AL.5,Y48G8AL.5,44,43
Y48G8AL.1,herc-1,126,119
Y48G8AL.16,Y48G8AL.16,0,0
Y48G8AL.13,Y48G8AL.13,25,15
Y48G8AL.15,Y48G8AL.15,4,6
Y48G8AR.1,grh-1,0,0
Y48G8AR.7,Y48G8AR.7,0,0
Y48G8AR.4,Y48G8AR.4,0,0
Y48G8AR.2,Y48G8AR.2,0,0
Y48G8AR.3,Y48G8AR.3,0,0
K12C11.4,dapk-1,4,4
K12C11.3,K12C11.3,0,0
K12C11.6,K12C11.6,8,2
Y92H12BL.1,Y92H12BL.1,8,12
Y92H12BL.5,Y92H12BL.5,0,0
Y92H12BL.4,Y92H12BL.4,0,0
Y92H12BL.2,Y92H12BL.2,0,0
Y92H12BM.1,Y92H12BM.1,0,0
Y92H12BR.7,Y92H12BR.7,4,9
Y92H12BR.6,set-29,3,9
Y92H12BR.2,Y92H12BR.2,0,0
Y92H12BR.3,Y92H12BR.3,79,54
Y92H12BR.4,Y92H12BR.4,0,0
Y92H12BR.8,mrpl-15,32,34
F37F2.2,F37F2.2,32,30
F47G6.6,F47G6.6,0,0
F47G6.4,spe-15,103,120
F37F2.3,gst-25,0,0
F47G6.3,F47G6.3,39,38
F47G6.2,acs-16,0,0
F47G6.1,dyb-1,2,2
Y92H12A.5,Y92H12A.5,74,56
Y92H12A.4,Y92H12A.4,36,44
Y92H12A.3,Y92H12A.3,13,8
Y92H12A.2,Y92H12A.2,43,47
Y92H12A.1,src-1,14,1
Y73E7A.3,Y73E7A.3,11,16
Y73E7A.4,cpx-1,0,0
Y73E7A.5,Y73E7A.5,0,0
Y73E7A.2,Y73E7A.2,26,31
Y73E7A.6,Y73E7A.6,1,0
Y73E7A.9,adpr-1,27,25
Y73E7A.7,bre-4,0,0
Y73E7A.1,Y73E7A.1,0,0
Y73E7A.8,Y73E7A.8,2,0
Y71G12B.20,mab-20,7,10
Y71G12B.18,Y71G12B.18,0,0
Y71G12B.21,pqn-88,1,4
Y71G12B.33,Y71G12B.33,1,3
Y71G12B.22,Y71G12B.22,0,0
Y71G12B.17,Y71G12B.17,12,14
Y71G12B.23,Y71G12B.23,0,0
Y71G12B.35,Y71G12B.35,3,5
Y71G12B.16,drag-1,1,0
Y71G12B.31,Y71G12B.31,0,0
Y71G12B.15,ubc-3,0,0
Y71G12B.13,Y71G12B.13,0,0
Y71G12B.12,atg-5,23,16
Y71G12B.11,Y71G12B.11,34,40
Y71G12B.24,mppa-1,48,57
Y71G12B.10,Y71G12B.10,43,38
Y71G12B.9,lin-65,27,25
Y71G12B.8,Y71G12B.8,0,0
Y71G12B.26,Y71G12B.26,0,0
Y71G12B.7,Y71G12B.7,0,0
Y71G12B.6,Y71G12B.6,0,0
Y71G12B.27,Y71G12B.27,0,0
Y71G12B.5,Y71G12B.5,7,5
Y71G12B.38,Y71G12B.38,6,0
Y71G12B.4,pghm-1,6,7
Y71G12B.3,Y71G12B.3,14,19
Y71G12B.32,Y71G12B.32,0,0
Y71G12B.2,Y71G12B.2,1,1
Y71G12B.30,Y71G12B.30,0,1
Y71G12B.1,Y71G12B.1,59,68
Y71G12B.28,Y71G12B.28,0,0
M01D7.7,egl-30,0,2
M01D7.6,emr-1,141,121
M01D7.5,nlp-12,0,0
M01D7.4,tag-96,8,8
M01D7.9,M01D7.9,0,0
M01D7.1,M01D7.1,0,0
M01D7.2,scm-1,16,8
Y71G12A.3,tub-2,11,26
Y71G12A.4,Y71G12A.4,0,0
Y71G12A.2,Y71G12A.2,26,26
Y51F10.7,Y51F10.7,113,105
Y51F10.5,hex-4,48,41
Y51F10.4,Y51F10.4,38,44
Y51F10.10,Y51F10.10,32,39
Y51F10.11,Y51F10.11,0,0
Y51F10.3,Y51F10.3,48,44
Y51F10.12,Y51F10.12,0,4
Y51F10.2,Y51F10.2,111,85
Y20F4.3,gap-3,14,6
Y20F4.2,crtc-1,5,3
Y20F4.4,Y20F4.4,14,11
Y20F4.5,Y20F4.5,0,1
Y37E3.1,Y37E3.1,18,20
Y37E3.3,rpb-10,64,68
Y37E3.5,arl-13,1,0
Y37E3.8,Y37E3.8,2640,2546
Y37E3.10,Y37E3.10,139,131
Y37E3.11,Y37E3.11,68,62
Y37E3.29,Y37E3.29,1,0
Y37E3.13,Y37E3.13,4,0
Y37E3.15,npp-13,54,45
Y37E3.19,Y37E3.19,5,0
Y37E3.16,fpn-1.1,14,17
Y37E3.17,Y37E3.17,1,1
Y37E3.23,Y37E3.23,0,2
W03F11.6,afd-1,22,27
W03F11.5,W03F11.5,0,0
W03F11.2,gcy-17,0,0
W03F11.3,dct-9,12,12
W03F11.4,W03F11.4,16,32
F12B6.3,lgc-51,0,0
F12B6.2,F12B6.2,8,4
F12B6.1,abt-2,7,16
Y39G10AL.1,Y39G10AL.1,2,1
Y39G10AL.3,cdk-7,34,34
Y39G10AR.11,Y39G10AR.11,15,16
Y39G10AR.12,tpxl-1,121,124
Y39G10AR.10,epg-2,16,17
Y39G10AR.13,icp-1,20,19
Y39G10AR.9,Y39G10AR.9,0,0
Y39G10AR.21,Y39G10AR.21,18,25
Y39G10AR.20,Y39G10AR.20,44,39
Y39G10AR.8,Y39G10AR.8,71,72
Y39G10AR.30,Y39G10AR.30,3,8
Y39G10AR.7,Y39G10AR.7,14,16
Y39G10AR.14,mcm-4,93,170
Y39G10AR.15,Y39G10AR.15,5,4
Y39G10AR.22,srbc-64,0,0
Y39G10AR.16,Y39G10AR.16,110,16
Y39G10AR.6,ugt-31,18,10
Y39G10AR.5,zeel-1,0,0
Y39G10AR.25,peel-1,2,0
Y39G10AR.3,nekl-1,1,0
Y39G10AR.31,Y39G10AR.31,0,0
Y39G10AR.27,Y39G10AR.27,0,0
Y39G10AR.17,sydn-1,1,3
Y39G10AR.18,Y39G10AR.18,62,61
Y39G10AR.2,zwl-1,39,32
F23C8.13,F23C8.13,1,2
F23C8.5,F23C8.5,181,173
F23C8.6,F23C8.6,0,0
F23C8.7,F23C8.7,1,3
F23C8.8,F23C8.8,3,7
F23C8.9,F23C8.9,0,1
F23C8.4,ubxn-1,26,26
F23C8.3,F23C8.3,4,4
F23C8.1,F23C8.1,6,5
F23C8.11,F23C8.11,0,0
T16H5.1,inx-19,0,0
Y74C10AL.2,Y74C10AL.2,0,0
Y74C10AR.3,abtm-1,25,40
Y74C10AR.1,eif-3.I,90,67
Y23H5B.6,Y23H5B.6,94,78
Y23H5B.5,Y23H5B.5,96,88
Y23H5B.7,Y23H5B.7,0,0
Y23H5B.4,dmsr-2,2,2
Y23H5B.3,Y23H5B.3,1,0
Y23H5B.8,Y23H5B.8,0,0
Y23H5B.2,Y23H5B.2,8,32
Y23H5B.9,nspd-8,0,46
Y23H5B.1,Y23H5B.1,0,1
Y23H5B.12,Y23H5B.12,7,3
C55C2.4,C55C2.4,9,28
C55C2.3,C55C2.3,5,4
C55C2.2,ssp-19,105,377
C55C2.1,scrt-1,0,0
C55C2.5,aat-5,3,5
K07A3.1,fbp-1,4,0
K07A3.2,ptr-12,2,3
K07A3.3,K07A3.3,27,34
Y23H5A.5,ctn-1,5,6
Y23H5A.4,Y23H5A.4,24,22
Y23H5A.3,Y23H5A.3,19,21
Y23H5A.2,Y23H5A.2,10,11
Y23H5A.7,cars-1,226,235
Y23H5A.8,Y23H5A.8,1,0
F40E3.7,F40E3.7,0,0
F40E3.3,F40E3.3,1,0
F40E3.2,mage-1,0,0
F40E3.5,F40E3.5,12,10
F40E3.6,F40E3.6,0,0
F32B5.6,F32B5.6,25,25
F32B5.7,F32B5.7,5,0
F32B5.8,cpz-1,7,3
F32B5.3,F32B5.3,0,16
F32B5.2,F32B5.2,0,0
F32B5.1,F32B5.1,72,167
Y71F9B.5,lin-17,1,3
Y71F9B.16,dnj-30,16,32
Y71F9B.6,Y71F9B.6,8,11
Y71F9B.4,snr-7,2,0
Y71F9B.3,yop-1,179,154
Y71F9B.2,Y71F9B.2,19,21
Y71F9B.8,lron-11,0,4
Y71F9B.7,plk-2,352,391
Y71F9B.9,Y71F9B.9,7,3
Y71F9B.10,sop-3,106,91
Y71F9B.13,Y71F9B.13,0,14
Y71F9B.14,Y71F9B.14,7,6
W03D8.9,W03D8.9,234,262
W03D8.10,W03D8.10,129,16
W03D8.1,W03D8.1,3,8
W03D8.8,W03D8.8,0,0
W03D8.7,W03D8.7,2,1
W03D8.2,W03D8.2,42,32
W03D8.12,W03D8.12,0,0
W03D8.6,itx-1,64,67
W03D8.5,W03D8.5,16,17
W03D8.11,W03D8.11,0,0
W03D8.3,W03D8.3,6,14
W10C8.2,pop-1,20,15
W10C8.1,ccb-2,0,0
W10C8.4,W10C8.4,0,0
W10C8.5,W10C8.5,177,553
W10C8.6,W10C8.6,1,0
Y71F9AL.11,Y71F9AL.11,0,0
Y71F9AL.10,Y71F9AL.10,13,16
Y71F9AL.12,Y71F9AL.12,78,95
Y71F9AL.9,Y71F9AL.9,0,0
Y71F9AL.8,Y71F9AL.8,5,6
Y71F9AL.14,dnc-5,14,28
Y71F9AL.16,arx-1,32,24
Y71F9AL.6,Y71F9AL.6,0,0
Y71F9AL.17,Y71F9AL.17,260,252
Y71F9AL.5,gst-43,0,0
Y71F9AL.4,Y71F9AL.4,5,29
Y71F9AL.18,pme-1,99,97
Y71F9AL.2,Y71F9AL.2,11,6
Y71F9AL.1,Y71F9AL.1,1,1
Y71F9AM.6,trap-1,235,230
Y71F9AM.5,nxt-1,0,1
Y71F9AM.4,cogc-3,45,47
Y71F9AM.8,Y71F9AM.8,0,0
Y71F9AR.1,bam-2,24,29
Y71F9AR.4,Y71F9AR.4,6,11
Y71F9AR.2,Y71F9AR.2,1,2
Y71F9AR.3,Y71F9AR.3,6,10
Y54E10BL.4,dnj-28,51,63
Y54E10BL.5,nduf-5,5,8
Y54E10BL.3,Y54E10BL.3,0,0
Y54E10BL.6,mek-2,23,26
Y54E10BL.8,Y54E10BL.8,0,0
Y54E10BL.2,col-48,4,0
Y54E10BL.1,Y54E10BL.1,0,0
Y54E10BR.4,Y54E10BR.4,69,73
Y54E10BR.3,Y54E10BR.3,0,0
Y54E10BR.5,Y54E10BR.5,0,0
Y54E10BR.6,rpb-7,138,111
Y54E10BR.7,mod-5,5,2
Y54E10BR.8,ztf-23,46,31
Y54E10BR.1,Y54E10BR.1,0,0
M01B12.4,M01B12.4,146,142
M01B12.5,riok-1,19,16
C45E1.7,C45E1.7,0,0
C45E1.1,nhr-64,7,1
C45E1.5,C45E1.5,1,0
C45E1.4,C45E1.4,4,2
K09H9.3,col-49,1,1
K09H9.8,K09H9.8,0,0
K09H9.5,K09H9.5,3,4
K09H9.6,lpd-6,14,22
K09H9.2,K09H9.2,0,0
K09H9.7,K09H9.7,10,5
K09H9.1,K09H9.1,0,0
Y54E10A.9,vbh-1,374,380
Y54E10A.7,mrpl-17,0,0
Y54E10A.6,Y54E10A.6,50,35
Y54E10A.5,dnc-6,0,0
Y54E10A.10,Y54E10A.10,43,52
Y54E10A.11,Y54E10A.11,118,134
Y54E10A.12,Y54E10A.12,40,49
Y54E10A.13,Y54E10A.13,0,0
Y54E10A.17,Y54E10A.17,14,22
Y54E10A.4,fog-1,7,14
Y54E10A.14,rom-5,10,12
Y54E10A.15,cdt-1,11,9
Y54E10A.3,Y54E10A.3,3,2
Y54E10A.2,cogc-1,20,18
Y54E10A.16,mab-31,17,17
Y44E3B.2,tyr-5,4,0
Y44E3B.1,zip-4,0,0
W01B11.3,nol-5,387,389
W01B11.5,pqn-72,1,2
W01B11.2,sulp-6,5,6
W01B11.6,W01B11.6,0,1
W01B11.1,W01B11.1,3,10
Y44E3A.2,ace-2,0,0
Y44E3A.4,Y44E3A.4,0,0
Y44E3A.1,Y44E3A.1,1,0
Y44E3A.6,Y44E3A.6,46,65
W05F2.7,W05F2.7,0,4
W05F2.2,W05F2.2,0,0
W05F2.3,W05F2.3,0,0
W05F2.6,W05F2.6,58,63
W05F2.5,fbxa-203,13,7
W05F2.4,W05F2.4,3,4
K03E5.3,cdk-2,17,13
K03E5.2,K03E5.2,0,0
K03E5.1,K03E5.1,0,1
Y47G6A.12,sep-1,102,70
Y47G6A.28,tag-63,73,101
Y47G6A.13,Y47G6A.13,13,10
Y47G6A.11,msh-6,134,134
Y47G6A.14,Y47G6A.14,10,1
Y47G6A.10,spg-7,43,27
Y47G6A.15,Y47G6A.15,1,4
Y47G6A.9,Y47G6A.9,0,0
Y47G6A.8,crn-1,0,0
Y47G6A.17,Y47G6A.17,0,0
Y47G6A.7,Y47G6A.7,1,1
Y47G6A.18,Y47G6A.18,26,27
Y47G6A.6,pcaf-1,8,9
Y47G6A.19,Y47G6A.19,9,9
Y47G6A.30,Y47G6A.30,0,1
Y47G6A.5,Y47G6A.5,4,4
Y47G6A.20,rnp-6,62,63
Y47G6A.4,Y47G6A.4,10,6
Y47G6A.21,Y47G6A.21,4,7
Y47G6A.34,Y47G6A.34,0,0
Y47G6A.27,Y47G6A.27,1,2
Y47G6A.22,Y47G6A.22,20,30
Y47G6A.23,lpd-3,67,73
Y47G6A.29,Y47G6A.29,60,40
Y47G6A.3,Y47G6A.3,13,20
Y47G6A.31,Y47G6A.31,2,1
Y47G6A.25,Y47G6A.25,40,29
Y47G6A.2,inx-22,32,24
Y47G6A.1,inx-21,27,26
Y47G6A.32,Y47G6A.32,0,0
T28F2.3,cah-6,0,1
T28F2.4,jmjc-1,3,0
T28F2.1,T28F2.1,0,0
T28F2.5,ccb-1,1,0
T28F2.6,col-50,0,0
T28F2.8,col-51,0,0
T28F2.7,T28F2.7,3,4
D1037.2,smp-2,1,0
D1037.4,rab-8,0,0
D1037.1,D1037.1,4,4
D1037.5,D1037.5,0,0
H26D21.2,msh-2,22,28
F21A9.1,F21A9.1,1,1
T12F5.4,lin-59,10,5
T12F5.3,glh-4,11,36
T12F5.5,larp-5,0,0
Y8G1A.1,math-46,0,0
Y8G1A.3,Y8G1A.3,0,0
Y8G1A.2,inx-13,11,21
ZK770.3,inx-12,0,0
ZK770.1,asic-1,0,0
C32E8.8,ptr-2,0,0
C32E8.9,C32E8.9,0,0
C32E8.10,unc-11,33,36
C32E8.11,ubr-1,24,15
F53F10.5,npp-11,1,0
F53F10.7,F53F10.7,0,0
F53F10.4,unc-108,195,153
F53F10.8,F53F10.8,9,10
F53F10.2,F53F10.2,137,162
F53F10.1,F53F10.1,0,0
T03F1.5,gsp-4,144,153
T03F1.6,T03F1.6,0,1
T03F1.7,T03F1.7,0,0
T03F1.8,guk-1,0,0
T03F1.9,hcp-4,44,37
T03F1.2,coq-4,7,7
C50F2.3,C50F2.3,21,12
C50F2.2,C50F2.2,0,0
C50F2.4,C50F2.4,0,0
C50F2.1,C50F2.1,0,0
C50F2.8,C50F2.8,0,0
T20F5.6,T20F5.6,1,4
T21E3.2,T21E3.2,2,3
T21E3.1,egg-4,31,173
T21E3.3,lrp-2,14,16
F47B3.3,F47B3.3,0,0
F47B3.6,F47B3.6,0,0
F28H1.3,aars-2,54,50
F55C7.7,unc-73,8,6
C09D1.1,unc-89,61,45
C24G7.4,C24G7.4,5,3
C24G7.2,acd-1,1,2
C24G7.1,C24G7.1,0,0
H31G24.4,cyb-2.2,236,166
H31G24.3,H31G24.3,25,20
E01A2.3,lin-44,1,1
E01A2.4,E01A2.4,55,65
E01A2.2,E01A2.2,66,56
E01A2.5,E01A2.5,0,0
E01A2.6,E01A2.6,45,46
E01A2.1,E01A2.1,0,0
E01A2.7,E01A2.7,0,0
E01A2.10,E01A2.10,17,23
R12E2.8,R12E2.8,0,0
R12E2.9,inx-15,15,16
R12E2.5,inx-16,8,11
R12E2.4,inx-17,7,7
R12E2.10,egg-5,95,128
R12E2.11,R12E2.11,1,0
R12E2.12,mrps-6,16,13
R12E2.3,rpn-8,0,0
R12E2.2,R12E2.2,159,139
R12E2.1,R12E2.1,11,11
C18E3.7,ppw-1,172,100
C18E3.6,cas-2,0,0
C18E3.5,C18E3.5,12,11
C18E3.4,C18E3.4,0,0
C18E3.3,C18E3.3,7,13
C18E3.8,hop-1,49,50
C18E3.2,swsn-2.2,34,18
C18E3.10,C18E3.10,0,0
C18E3.1,C18E3.1,0,0
C18E3.9,C18E3.9,48,39
C43E11.6,nab-1,6,5
C43E11.5,C43E11.5,50,16
C43E11.7,ndx-7,17,20
C43E11.8,exoc-7,3,7
C43E11.4,tufm-2,19,23
C43E11.11,cogc-5,18,6
C43E11.3,met-1,51,27
C43E11.2,mus-81,25,42
C43E11.10,cdc-6,29,32
C43E11.1,acin-1,25,27
Y47D9A.3,Y47D9A.3,0,0
Y47D9A.2,scpl-3,0,0
Y47D9A.1,Y47D9A.1,17,22
ZK973.6,anc-1,4,2
ZK973.3,pdp-1,0,0
ZK973.9,ZK973.9,0,1
ZK973.10,lpd-5,0,0
ZK973.2,cec-10,36,22
ZK973.1,ZK973.1,100,104
T21E12.4,dhc-1,76,103
T21E12.3,T21E12.3,0,0
T21E12.2,T21E12.2,0,0
C11D9.1,cgef-2,0,0
C41D11.3,C41D11.3,15,9
C41D11.4,C41D11.4,0,0
C41D11.2,eif-3.H,39,33
C41D11.8,cps-6,32,30
C41D11.9,C41D11.9,24,56
C41D11.5,C41D11.5,34,30
C41D11.7,eri-7,11,8
C41D11.1,eri-6,11,23
C41D11.6,C41D11.6,3,3
T01A4.1,gcy-28,98,77
Y119C1B.4,mrpl-19,34,32
Y119C1B.5,Y119C1B.5,0,0
Y119C1B.6,Y119C1B.6,3,1
Y119C1B.12,Y119C1B.12,0,0
Y119C1B.8,bet-1,84,80
Y119C1B.9,Y119C1B.9,7,7
Y119C1B.3,Y119C1B.3,0,0
Y119C1B.10,Y119C1B.10,3,4
D1007.15,D1007.15,11,12
D1007.14,pqn-24,7,6
D1007.13,D1007.13,1,0
D1007.1,ceh-17,0,0
D1007.2,col-52,0,0
D1007.3,D1007.3,0,0
D1007.18,D1007.18,0,0
D1007.5,D1007.5,25,17
D1007.10,D1007.10,13,9
D1007.9,D1007.9,0,0
D1007.7,nrd-1,45,33
C44E4.5,C44E4.5,0,0
C44E4.8,C44E4.8,2,3
C44E4.1,C44E4.1,8,15
C44E4.7,C44E4.7,19,19
C44E4.2,C44E4.2,0,0
C44E4.4,C44E4.4,0,1
C44E4.6,acbp-1,0,0
C44E4.3,got-2.1,48,45
Y119C1A.1,Y119C1A.1,78,78
B0041.3,B0041.3,0,0
B0041.4,rpl-4,1596,1454
B0041.8,B0041.8,159,165
B0041.5,B0041.5,0,0
B0041.6,ptps-1,3,2
B0041.2,ain-2,25,15
B0041.10,B0041.10,0,0
B0041.11,B0041.11,13,15
B0041.1,B0041.1,8,2
B0041.7,xnp-1,78,80
T04D1.3,unc-57,39,37
T04D1.2,T04D1.2,0,0
T04D1.4,chd-7,30,20
W09C3.4,W09C3.4,31,29
W09C3.3,W09C3.3,3,0
W09C3.6,gsp-3,64,90
W09C3.7,W09C3.7,7,5
W09C3.8,W09C3.8,9,6
W09C3.1,W09C3.1,7,24
C10H11.7,C10H11.7,0,0
C10H11.6,ugt-26,0,0
C10H11.5,ugt-27,2,2
C10H11.4,ugt-28,12,0
C10H11.3,ugt-25,0,0
C10H11.8,C10H11.8,0,0
C10H11.9,let-502,42,39
C10H11.12,C10H11.12,0,0
C10H11.1,viln-1,20,26
C10H11.13,C10H11.13,0,0
C10H11.10,kca-1,53,51
M04F3.3,M04F3.3,14,19
M04F3.2,M04F3.2,0,3
M04F3.4,M04F3.4,13,10
M04F3.5,M04F3.5,22,17
F54D7.4,zig-7,17,20
F54D7.3,gnrr-1,0,0
F54D7.2,F54D7.2,0,0
F57C9.6,F57C9.6,1,1
F57C9.7,F57C9.7,0,5
F57C9.5,htp-3,16,27
F57C9.4,F57C9.4,1,0
F57C9.3,F57C9.3,0,0
F57C9.2,clec-90,0,0
F57C9.1,F57C9.1,0,0
C01F4.2,rga-6,0,0
F25F8.1,F25F8.1,1,0
F21F3.1,pgal-1,45,32
F21F3.7,F21F3.7,0,0
F28B3.8,imb-1,1,0
F28B3.5,F28B3.5,0,1
F28B3.9,acl-11,0,0
F28B3.4,F28B3.4,0,0
F28B3.1,F28B3.1,0,0
F28B3.7,him-1,50,68
W03G9.8,W03G9.8,18,33
W03G9.3,W03G9.3,7,7
W03G9.9,W03G9.9,0,0
W03G9.1,snf-1,19,14
W03G9.10,W03G9.10,0,0
F54C1.5,dyf-1,0,0
F54C1.3,mes-3,0,0
F54C1.2,dom-3,16,15
F54C1.8,F54C1.8,5,7
F54C1.6,F54C1.6,0,0
F54C1.7,pat-10,1038,1178
C46H11.6,C46H11.6,7,4
C46H11.4,lfe-2,0,0
C46H11.8,phat-1,0,0
C46H11.12,C46H11.12,0,0
C46H11.2,C46H11.2,1,2
C46H11.11,fhod-1,4,5
C30F8.4,kin-32,3,3
Y110A7A.15,Y110A7A.15,0,0
Y110A7A.16,elpc-1,54,49
Y110A7A.9,Y110A7A.9,0,0
Y110A7A.17,mat-1,103,112
Y110A7A.3,unc-63,0,0
Y110A7A.1,hcp-6,26,18
F56A3.1,fncm-1,0,0
C32E12.2,pde-5,0,0
C32E12.3,osr-1,0,0
C32E12.5,sem-2,0,0
C32E12.4,C32E12.4,3,3
C32E12.1,C32E12.1,28,30
B0261.4,mrpl-47,31,35
B0261.2,let-363,0,0
B0261.1,B0261.1,25,22
C01G8.2,cln-3.2,1,1
C01G8.3,dhs-1,26,22
C01G8.5,erm-1,0,0
C01G8.6,hpo-32,11,11
C01G8.9,let-526,20,18
